actor,gender,film,director,year,maleactors,femaleactors
Berry Kroeger,m,Mr. Adams and Eve,Ida Lupino,1957,34,16
Berry Kroeger,m,Bob Hope Presents the Chrysler Theatre,Ida Lupino,1963,43,7
Jack Lambert,m,Mr. Adams and Eve,Ida Lupino,1957,34,16
Jack Lambert,m,Daniel Boone,Ida Lupino,1964,48,2
Peter Leeds,m,Mr. Adams and Eve,Ida Lupino,1957,34,16
Jack Lomas,m,Mr. Adams and Eve,Ida Lupino,1957,34,16
Steven Marlo,m,Mr. Adams and Eve,Ida Lupino,1957,34,16
Steven Marlo,m,The Rifleman,Ida Lupino,1958,44,6
Mary McCoy,m,Mr. Adams and Eve,Ida Lupino,1957,34,16
Mira McKinney,f,Mr. Adams and Eve,Ida Lupino,1957,34,16
Joseph Cotten,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Jan Chaney,f,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Henry Daniell,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Henry Daniell,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Diane Brewster,f,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Sondra Rodgers,f,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Ken Hooker,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Joseph Wiseman,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Terence de Marney,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Jack Raine,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Simon Scott,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Phil Chambers,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Joseph Mell,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Joseph Mell,m,Bob Hope Presents the Chrysler Theatre,Ida Lupino,1963,43,7
Gavin Gordon,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Edwin Jerome,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Ralph Moody,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Ralph Moody,m,Karen,Ida Lupino,1964,38,12
Ralph Moody,m,The Rifleman,Ida Lupino,1958,44,6
Voltaire Perkins,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Phillip Reed,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Tony Curtis,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Patrick O'Neal,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Maurice Marsac,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Andra Martin,f,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Joanne Gilbert,f,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Marshall Bradford,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Dolores Hart,f,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Tom Tryon,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Lori Martin,f,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Lori Martin,f,Breaking Point,Ida Lupino,1963,22,28
Nicky Blair,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Else Bäck,f,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Joseph Vitale,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Ward Wood,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
James Seay,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
William E. Green,m,The Joseph Cotten Show: On Trial,Ida Lupino,1955,40,10
Fess Parker,m,Daniel Boone,Ida Lupino,1964,48,2
Patricia Blair,f,Daniel Boone,Ida Lupino,1964,48,2
Patricia Blair,f,The Rifleman,Ida Lupino,1958,44,6
Darby Hinton,m,Daniel Boone,Ida Lupino,1964,48,2
Dal McKennon,m,Daniel Boone,Ida Lupino,1964,48,2
Ed Ames,m,Daniel Boone,Ida Lupino,1964,48,2
Albert Salmi,m,Daniel Boone,Ida Lupino,1964,48,2
Albert Salmi,m,The Twilight Zone,Ida Lupino,1959,35,15
Roosevelt Grier,m,Daniel Boone,Ida Lupino,1964,48,2
Jimmy Dean,m,Daniel Boone,Ida Lupino,1964,48,2
Ted White,m,Daniel Boone,Ida Lupino,1964,48,2
Robert Logan,m,Daniel Boone,Ida Lupino,1964,48,2
Robert Logan,m,77 Sunset Strip,Ida Lupino,1958,31,19
Orville Sherman,m,Daniel Boone,Ida Lupino,1964,48,2
James Wainwright,m,Daniel Boone,Ida Lupino,1964,48,2
William Tannen,m,Daniel Boone,Ida Lupino,1964,48,2
Harold Goodwin,m,Daniel Boone,Ida Lupino,1964,48,2
Warren Vanders,m,Daniel Boone,Ida Lupino,1964,48,2
Warren Vanders,m,Tate,Ida Lupino,1960,40,10
Med Flory,m,Daniel Boone,Ida Lupino,1964,48,2
Jack Bannon,m,Daniel Boone,Ida Lupino,1964,48,2
Jack Bannon,m,Karen,Ida Lupino,1964,38,12
Charles Horvath,m,Daniel Boone,Ida Lupino,1964,48,2
Chuck Roberson,m,Daniel Boone,Ida Lupino,1964,48,2
Shug Fisher,m,Daniel Boone,Ida Lupino,1964,48,2
Laurie Main,m,Daniel Boone,Ida Lupino,1964,48,2
Bill Walker,m,Daniel Boone,Ida Lupino,1964,48,2
Tony Epper,m,Daniel Boone,Ida Lupino,1964,48,2
Russ McCubbin,m,Daniel Boone,Ida Lupino,1964,48,2
William Smith,m,Daniel Boone,Ida Lupino,1964,48,2
Fred Carson,m,Daniel Boone,Ida Lupino,1964,48,2
Jim McMullan,m,Daniel Boone,Ida Lupino,1964,48,2
Don Pedro Colley,m,Daniel Boone,Ida Lupino,1964,48,2
Victor French,m,Daniel Boone,Ida Lupino,1964,48,2
Ivor Barry,m,Daniel Boone,Ida Lupino,1964,48,2
Jim Davis,m,Daniel Boone,Ida Lupino,1964,48,2
Hal John Norman,m,Daniel Boone,Ida Lupino,1964,48,2
Ted de Corsia,m,Daniel Boone,Ida Lupino,1964,48,2
Ted de Corsia,m,Tate,Ida Lupino,1960,40,10
Kelly Thordsen,m,Daniel Boone,Ida Lupino,1964,48,2
Sidney Clute,m,Daniel Boone,Ida Lupino,1964,48,2
James Griffith,m,Daniel Boone,Ida Lupino,1964,48,2
James Griffith,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Joseph V. Perry,m,Daniel Boone,Ida Lupino,1964,48,2
Joseph V. Perry,m,The Twilight Zone,Ida Lupino,1959,35,15
Armando Silvestre,m,Daniel Boone,Ida Lupino,1964,48,2
Rod Serling,m,The Twilight Zone,Ida Lupino,1959,35,15
Robert McCord,m,The Twilight Zone,Ida Lupino,1959,35,15
Jay Overholts,m,The Twilight Zone,Ida Lupino,1959,35,15
James Turley,m,The Twilight Zone,Ida Lupino,1959,35,15
Burgess Meredith,m,The Twilight Zone,Ida Lupino,1959,35,15
Burgess Meredith,m,Breaking Point,Ida Lupino,1963,22,28
Burgess Meredith,m,77 Sunset Strip,Ida Lupino,1958,31,19
Burgess Meredith,m,Sam Benedict (1962-1963),Ida Lupino,1962,38,12
Burgess Meredith,m,Mr. Novak (1963-1965),Ida Lupino,1963,33,17
John Anderson,m,The Twilight Zone,Ida Lupino,1959,35,15
John Anderson,m,Dundee and the Culhane,Ida Lupino,1967,45,5
John Anderson,m,Sam Benedict (1962-1963),Ida Lupino,1962,38,12
John Anderson,m,The Rifleman,Ida Lupino,1958,44,6
Barney Phillips,m,The Twilight Zone,Ida Lupino,1959,35,15
George Mitchell,m,The Twilight Zone,Ida Lupino,1959,35,15
George Mitchell,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
George Mitchell,m,Tate,Ida Lupino,1960,40,10
Jon Lormer,m,The Twilight Zone,Ida Lupino,1959,35,15
Nan Peterson,f,The Twilight Zone,Ida Lupino,1959,35,15
S. John Launer,m,The Twilight Zone,Ida Lupino,1959,35,15
John Dehner,m,The Twilight Zone,Ida Lupino,1959,35,15
John Dehner,m,77 Sunset Strip,Ida Lupino,1958,31,19
John Dehner,m,The Rifleman,Ida Lupino,1958,44,6
John Larch,m,The Twilight Zone,Ida Lupino,1959,35,15
James Best,m,The Twilight Zone,Ida Lupino,1959,35,15
Gail Kobe,f,The Twilight Zone,Ida Lupino,1959,35,15
Paul Comi,m,The Twilight Zone,Ida Lupino,1959,35,15
Michael Fox,m,The Twilight Zone,Ida Lupino,1959,35,15
Michael Fox,m,The Rifleman,Ida Lupino,1958,44,6
Bill Mumy,m,The Twilight Zone,Ida Lupino,1959,35,15
Bill Mumy,m,Three Wishes,Martha Coolidge,1995,60,14
Wallace Rooney,m,The Twilight Zone,Ida Lupino,1959,35,15
Vladimir Sokoloff,m,The Twilight Zone,Ida Lupino,1959,35,15
Stafford Repp,m,The Twilight Zone,Ida Lupino,1959,35,15
Stafford Repp,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Don Keefer,m,The Twilight Zone,Ida Lupino,1959,35,15
Don Keefer,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Sandy Kenyon,m,The Twilight Zone,Ida Lupino,1959,35,15
James Millhollin,m,The Twilight Zone,Ida Lupino,1959,35,15
Mary Gregory,f,The Twilight Zone,Ida Lupino,1959,35,15
Pat O'Malley,m,The Twilight Zone,Ida Lupino,1959,35,15
Hank Patterson,m,The Twilight Zone,Ida Lupino,1959,35,15
Hank Patterson,m,Tate,Ida Lupino,1960,40,10
Morgan Brittany,f,The Twilight Zone,Ida Lupino,1959,35,15
Milton Parsons,m,The Twilight Zone,Ida Lupino,1959,35,15
John Mills,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Sean Garrison,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Roy Poole,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Walter Gregg,m,Dundee and the Culhane,Ida Lupino,1967,45,5
John Drew Barrymore,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Charles Bronson,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Neil Burstyn,m,Dundee and the Culhane,Ida Lupino,1967,45,5
David Canary,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Donnelly Rhodes,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Donnelly Rhodes,m,Bob Hope Presents the Chrysler Theatre,Ida Lupino,1963,43,7
Angela Clarke,f,Dundee and the Culhane,Ida Lupino,1967,45,5
Angela Clarke,f,Outrage,Ida Lupino,1950,22,8
Douglas Fowley,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Benson Fong,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Jack Williams,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Saadoun Al-Bayati,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Mark Allyson,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Tige Andrews,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Karen Arthur,f,Dundee and the Culhane,Ida Lupino,1967,45,5
Eddie Baker,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Robert Ball,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Harry Bartell,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Lee Broker,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Philip Bruns,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Michael Burns,m,Dundee and the Culhane,Ida Lupino,1967,45,5
William Campbell,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Lonny Chapman,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Lonny Chapman,m,L.A. Doctors,Nicole Holofcener,1998,29,21
George Coulouris,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Lindy Davis,m,Dundee and the Culhane,Ida Lupino,1967,45,5
James Dunn,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Ricks Falk,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Bill Fletcher,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Eddra Gale,f,Dundee and the Culhane,Ida Lupino,1967,45,5
Bruce Glover,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Jim Gosa,m,Dundee and the Culhane,Ida Lupino,1967,45,5
Edmund Gwenn,m,The Bigamist,Ida Lupino,1953,21,6
Kenneth Tobey,m,The Bigamist,Ida Lupino,1953,21,6
Peggy Maley,f,The Bigamist,Ida Lupino,1953,21,6
Lilian Fontaine,f,The Bigamist,Ida Lupino,1953,21,6
Matt Dennis,m,The Bigamist,Ida Lupino,1953,21,6
John Maxwell,m,The Bigamist,Ida Lupino,1953,21,6
Walter Bacon,m,The Bigamist,Ida Lupino,1953,21,6
John Brown,m,The Bigamist,Ida Lupino,1953,21,6
Jack Chefe,m,The Bigamist,Ida Lupino,1953,21,6
Kem Dibbs,m,The Bigamist,Ida Lupino,1953,21,6
Ken Drake,m,The Bigamist,Ida Lupino,1953,21,6
Jerry Hausner,m,The Bigamist,Ida Lupino,1953,21,6
Jerry Hausner,m,Never Fear,Ida Lupino,1950,8,3
Jerry Hausner,m,Outrage,Ida Lupino,1950,22,8
Jerry Hausner,m,"Hard, Fast and Beautiful!",Ida Lupino,1951,25,6
George Lee,m,The Bigamist,Ida Lupino,1953,21,6
Mac McKim,m,The Bigamist,Ida Lupino,1953,21,6
Monty O'Grady,m,The Bigamist,Ida Lupino,1953,21,6
James Todd,m,The Bigamist,Ida Lupino,1953,21,6
Mack Williams,m,The Bigamist,Ida Lupino,1953,21,6
James Young,m,The Bigamist,Ida Lupino,1953,21,6
Boris Karloff,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Richard Peel,m,Thriller (1961-1962),Ida Lupino,1960,33,17
David Frankham,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Paul Newlan,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Paul Newlan,m,Sam Benedict (1962-1963),Ida Lupino,1962,38,12
Peter Brocco,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Ed Nelson,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Ronald Howard,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Linda Watkins,f,Thriller (1961-1962),Ida Lupino,1960,33,17
Linda Watkins,f,77 Sunset Strip,Ida Lupino,1958,31,19
Pamela Curran,f,Thriller (1961-1962),Ida Lupino,1960,33,17
Chet Stratton,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Ottola Nesmith,f,Thriller (1961-1962),Ida Lupino,1960,33,17
Ken Lynch,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Kendrick Huxham,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Audrey Swanson,f,Thriller (1961-1962),Ida Lupino,1960,33,17
Iris Bristol,f,Thriller (1961-1962),Ida Lupino,1960,33,17
William Shatner,m,Thriller (1961-1962),Ida Lupino,1960,33,17
William Shatner,m,Dr. Kildare,Ida Lupino,1961,29,21
William Shatner,m,Psych,Martha Coolidge,2006,37,13
Olive Sturgess,f,Thriller (1961-1962),Ida Lupino,1960,33,17
Murray Matheson,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Sarah Marshall,f,Thriller (1961-1962),Ida Lupino,1960,33,17
Sarah Marshall,f,Breaking Point,Ida Lupino,1963,22,28
Antoinette Bower,f,Thriller (1961-1962),Ida Lupino,1960,33,17
Alejandro Rey,m,Thriller (1961-1962),Ida Lupino,1960,33,17
John Carradine,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Abraham Sofaer,m,Thriller (1961-1962),Ida Lupino,1960,33,17
Constance Ford,f,Thriller (1961-1962),Ida Lupino,1960,33,17
Keefe Brasselle,m,Never Fear,Ida Lupino,1950,8,3
Keefe Brasselle,m,Not Wanted,Ida Lupino,1949,13,11
Keefe Brasselle,m,Karen,Ida Lupino,1964,38,12
Hugh O'Brian,m,Never Fear,Ida Lupino,1950,8,3
Hugh O'Brian,m,Bob Hope Presents the Chrysler Theatre,Ida Lupino,1963,43,7
Eve Miller,f,Never Fear,Ida Lupino,1950,8,3
Rita Lupino,f,Never Fear,Ida Lupino,1950,8,3
Rita Lupino,f,Outrage,Ida Lupino,1950,22,8
Rita Lupino,f,Not Wanted,Ida Lupino,1949,13,11
Herb Butterfield,m,Never Fear,Ida Lupino,1950,8,3
Kevin O'Morrison,m,Never Fear,Ida Lupino,1950,8,3
Stanley Waxman,m,Never Fear,Ida Lupino,1950,8,3
John Franco,m,Never Fear,Ida Lupino,1950,8,3
Paul Richards,m,Breaking Point,Ida Lupino,1963,22,28
Eduard Franz,m,Breaking Point,Ida Lupino,1963,22,28
Cece Whitney,f,Breaking Point,Ida Lupino,1963,22,28
Suzi Carnell,f,Breaking Point,Ida Lupino,1963,22,28
Sheree North,f,Breaking Point,Ida Lupino,1963,22,28
Sheree North,f,Bob Hope Presents the Chrysler Theatre,Ida Lupino,1963,43,7
Arlene Martel,f,Breaking Point,Ida Lupino,1963,22,28
Shelley Berman,m,Breaking Point,Ida Lupino,1963,22,28
Shelley Berman,m,The Holiday,Nancy Meyers,2006,37,30
Lillian Gish,f,Breaking Point,Ida Lupino,1963,22,28
Ralph Meeker,m,Breaking Point,Ida Lupino,1963,22,28
Janice Rule,f,Breaking Point,Ida Lupino,1963,22,28
Terry Carter,m,Breaking Point,Ida Lupino,1963,22,28
James Daly,m,Breaking Point,Ida Lupino,1963,22,28
Bradford Dillman,m,Breaking Point,Ida Lupino,1963,22,28
Bradford Dillman,m,Dr. Kildare,Ida Lupino,1961,29,21
Kathleen Nolan,f,Breaking Point,Ida Lupino,1963,22,28
Arthur O'Connell,m,Breaking Point,Ida Lupino,1963,22,28
Marsha Hunt,f,Breaking Point,Ida Lupino,1963,22,28
Marsha Hunt,f,Sam Benedict (1962-1963),Ida Lupino,1962,38,12
Carol Lawrence,f,Breaking Point,Ida Lupino,1963,22,28
Kevin McCarthy,m,Breaking Point,Ida Lupino,1963,22,28
Juanita Moore,f,Breaking Point,Ida Lupino,1963,22,28
Walter Pidgeon,m,Breaking Point,Ida Lupino,1963,22,28
Akim Tamiroff,m,Breaking Point,Ida Lupino,1963,22,28
Bettye Ackerman,f,Breaking Point,Ida Lupino,1963,22,28
Rosemary DeCamp,f,Breaking Point,Ida Lupino,1963,22,28
Dianne Foster,f,Breaking Point,Ida Lupino,1963,22,28
Jennifer Gillespie,f,Breaking Point,Ida Lupino,1963,22,28
Nobu McCarthy,f,Breaking Point,Ida Lupino,1963,22,28
Diana Sands,f,Breaking Point,Ida Lupino,1963,22,28
Ilze Taurins,f,Breaking Point,Ida Lupino,1963,22,28
Martine Bartlett,f,Breaking Point,Ida Lupino,1963,22,28
Doris Dowling,f,Breaking Point,Ida Lupino,1963,22,28
Joanna Frank,f,Breaking Point,Ida Lupino,1963,22,28
John Milford,m,Breaking Point,Ida Lupino,1963,22,28
John Milford,m,The Rifleman,Ida Lupino,1958,44,6
Irene Tedrow,f,Breaking Point,Ida Lupino,1963,22,28
Irene Tedrow,f,Karen,Ida Lupino,1964,38,12
Hope Lange,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Edward Mulhare,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Edward Mulhare,m,Out to Sea,Martha Coolidge,1997,41,23
Reta Shaw,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Harlen Carraher,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Kellie Flanagan,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Scruffy,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Charles Nelson Reilly,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Guy Raymond,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Guy Raymond,m,Karen,Ida Lupino,1964,38,12
James McCallion,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Kathleen Hughes,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Gil Lamb,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Kenneth Mars,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
John Copage,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Linda Sue Risk,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
John Garrison,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Michael Barbera,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Ceil Cabot,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Bill McLean,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Bill Bixby,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Yvonne Craig,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Yvonne Craig,f,Sam Benedict (1962-1963),Ida Lupino,1962,38,12
William Daniels,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Jack Gilford,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Diana Herbert,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Jonathan Daly,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Ruth McDevitt,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Shirley Booth,f,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Jack Burns,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Larry Hovis,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Cecil Kellaway,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Mark Lester,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Guy Marks,m,The Ghost & Mrs. Muir,Ida Lupino,1968,36,14
Edd Byrnes,m,77 Sunset Strip,Ida Lupino,1958,31,19
Roger Smith,m,77 Sunset Strip,Ida Lupino,1958,31,19
Jacqueline Beer,f,77 Sunset Strip,Ida Lupino,1958,31,19
Louis Quinn,m,77 Sunset Strip,Ida Lupino,1958,31,19
Byron Keith,m,77 Sunset Strip,Ida Lupino,1958,31,19
The Frankie Ortega Trio,m,77 Sunset Strip,Ida Lupino,1958,31,19
Richard Long,m,77 Sunset Strip,Ida Lupino,1958,31,19
Kaye Elhardt,f,77 Sunset Strip,Ida Lupino,1958,31,19
Brad Weston,m,77 Sunset Strip,Ida Lupino,1958,31,19
John Van Dreelen,m,77 Sunset Strip,Ida Lupino,1958,31,19
John Van Dreelen,m,Bob Hope Presents the Chrysler Theatre,Ida Lupino,1963,43,7
Robert Colbert,m,77 Sunset Strip,Ida Lupino,1958,31,19
John Hubbard,m,77 Sunset Strip,Ida Lupino,1958,31,19
Victor Buono,m,77 Sunset Strip,Ida Lupino,1958,31,19
Victor Buono,m,Bob Hope Presents the Chrysler Theatre,Ida Lupino,1963,43,7
Andrew Duggan,m,77 Sunset Strip,Ida Lupino,1958,31,19
Andrew Duggan,m,Bob Hope Presents the Chrysler Theatre,Ida Lupino,1963,43,7
George J. Lewis,m,77 Sunset Strip,Ida Lupino,1958,31,19
Benny Baker,m,77 Sunset Strip,Ida Lupino,1958,31,19
Max Lewin,m,77 Sunset Strip,Ida Lupino,1958,31,19
Richard Conte,m,77 Sunset Strip,Ida Lupino,1958,31,19
Lisa Gaye,f,77 Sunset Strip,Ida Lupino,1958,31,19
Merry Anders,f,77 Sunset Strip,Ida Lupino,1958,31,19
Kurt Kreuger,m,77 Sunset Strip,Ida Lupino,1958,31,19
Neil Hamilton,m,77 Sunset Strip,Ida Lupino,1958,31,19
Don Kelly,m,77 Sunset Strip,Ida Lupino,1958,31,19
Walter Reed,m,77 Sunset Strip,Ida Lupino,1958,31,19
Carolyn Komant,f,77 Sunset Strip,Ida Lupino,1958,31,19
Grace Lee Whitney,f,77 Sunset Strip,Ida Lupino,1958,31,19
Julie Van Zandt,f,77 Sunset Strip,Ida Lupino,1958,31,19
Tristram Coffin,m,77 Sunset Strip,Ida Lupino,1958,31,19
Tristram Coffin,m,Outrage,Ida Lupino,1950,22,8
Lisa Montell,f,77 Sunset Strip,Ida Lupino,1958,31,19
Raymond Massey,m,Dr. Kildare,Ida Lupino,1961,29,21
Lee Kurty,f,Dr. Kildare,Ida Lupino,1961,29,21
Jean Inness,f,Dr. Kildare,Ida Lupino,1961,29,21
Ken Berry,m,Dr. Kildare,Ida Lupino,1961,29,21
Eddie Ryder,m,Dr. Kildare,Ida Lupino,1961,29,21
Steve Bell,m,Dr. Kildare,Ida Lupino,1961,29,21
Jo Helton,f,Dr. Kildare,Ida Lupino,1961,29,21
Clegg Hoyt,m,Dr. Kildare,Ida Lupino,1961,29,21
Cynthia Stone,f,Dr. Kildare,Ida Lupino,1961,29,21
James T. Callahan,m,Dr. Kildare,Ida Lupino,1961,29,21
Lee Meriwether,f,Dr. Kildare,Ida Lupino,1961,29,21
Andrew Prine,m,Dr. Kildare,Ida Lupino,1961,29,21
Diane Baker,f,Dr. Kildare,Ida Lupino,1961,29,21
Donna Loren,f,Dr. Kildare,Ida Lupino,1961,29,21
Tom Nardini,m,Dr. Kildare,Ida Lupino,1961,29,21
Tom Nardini,m,Mr. Novak (1963-1965),Ida Lupino,1963,33,17
Della Sharman,f,Dr. Kildare,Ida Lupino,1961,29,21
Naomi Stevens,f,Dr. Kildare,Ida Lupino,1961,29,21
Tony Bill,m,Dr. Kildare,Ida Lupino,1961,29,21
Jack Hawkins,m,Dr. Kildare,Ida Lupino,1961,29,21
Dean Stockwell,m,Dr. Kildare,Ida Lupino,1961,29,21
Dean Stockwell,m,Cold Feet,Nicole Holofcener,1999,21,26
Sheilah Wells,f,Dr. Kildare,Ida Lupino,1961,29,21
Donald Madden,m,Dr. Kildare,Ida Lupino,1961,29,21
Anne Loos,f,Dr. Kildare,Ida Lupino,1961,29,21
Anne Loos,f,Mr. Novak (1963-1965),Ida Lupino,1963,33,17
David Opatoshu,m,Dr. Kildare,Ida Lupino,1961,29,21
Joan Patrick,f,Dr. Kildare,Ida Lupino,1961,29,21
Fred J. Scollay,m,Dr. Kildare,Ida Lupino,1961,29,21
Len Wayland,m,Dr. Kildare,Ida Lupino,1961,29,21
Philip Bourneuf,m,Dr. Kildare,Ida Lupino,1961,29,21
Margaret Leighton,f,Dr. Kildare,Ida Lupino,1961,29,21
Joanna Pettet,f,Dr. Kildare,Ida Lupino,1961,29,21
Hazel Court,f,Dr. Kildare,Ida Lupino,1961,29,21
Hazel Court,f,Sam Benedict (1962-1963),Ida Lupino,1962,38,12
Diana Muldaur,f,Dr. Kildare,Ida Lupino,1961,29,21
Norman Fell,m,Dr. Kildare,Ida Lupino,1961,29,21
Judy Lang,f,Dr. Kildare,Ida Lupino,1961,29,21
John Napier,m,Dr. Kildare,Ida Lupino,1961,29,21
Gary Judis,m,Dr. Kildare,Ida Lupino,1961,29,21
Jeanne Rainer,f,Dr. Kildare,Ida Lupino,1961,29,21
Mala Powers,f,Outrage,Ida Lupino,1950,22,8
Tod Andrews,m,Outrage,Ida Lupino,1950,22,8
Robert Clarke,m,Outrage,Ida Lupino,1950,22,8
Robert Clarke,m,"Hard, Fast and Beautiful!",Ida Lupino,1951,25,6
Robert Clarke,m,Charms for the Easy Life,Joan Micklin Silver,2002,27,20
Raymond Bond,m,Outrage,Ida Lupino,1950,22,8
Lillian Hamilton,f,Outrage,Ida Lupino,1950,22,8
Hal March,m,Outrage,Ida Lupino,1950,22,8
Hal March,m,Karen,Ida Lupino,1964,38,12
Kenneth Patterson,m,Outrage,Ida Lupino,1950,22,8
Kenneth Patterson,m,"Hard, Fast and Beautiful!",Ida Lupino,1951,25,6
Hamilton Camp,m,Outrage,Ida Lupino,1950,22,8
