film,actor,gender,role,year
Mr. Novak (1963-1965),Bonnie Franklin,f,Sally,1963
Mr. Novak (1963-1965),Harry Townes,m,Frank Deaver / ...,1963
Mr. Novak (1963-1965),Kim Darby,f,Judy Wheeler / ...,1963
Mr. Novak (1963-1965),Shelley Fabares,f,Dani Cooper,1963
Mr. Novak (1963-1965),Frank Maxwell,m,Douglas Morgan Sr. / ...,1963
Mr. Novak (1963-1965),Rita Lynn,f,Edith MacTell / ...,1963
El Paseo De Teresa,Ella Becerra,f,Alicia De Rico,2017
El Paseo De Teresa,Hernan Cabiativa,m,Pacho,2017
El Paseo De Teresa,Gabriel Camero,m,Orlando,2017
El Paseo De Teresa,Gabriel Camero,m,Orlando,2017
El Paseo De Teresa,Margálida Castro,f,Encarnacin,2017
El Paseo De Teresa,Daniela Garcia,m,Rubiela Rico,2017
El Paseo De Teresa,LinaSamboni,f,Police Officer,2017
El Paseo De Teresa,César Mora,m,Jorge Rico,2017
El Paseo De Teresa,David Ojalvo,m,Albert,2017
El Paseo De Teresa,Javier Ramirez,m,Jairo Rico,2017
El Paseo De Teresa,Tatiana Renteria,m,Teresa,2017
El Paseo De Teresa,Jason Chad Roth,m,Mark Chifreda,2017
El Paseo De Teresa,Rodolfo Silva,m,Dueo Prendera,2017
Havoc,Anne Hathaway,f,Allison Lang,2005
Havoc,Bijou Phillips,f,Emily,2005
Havoc,Shiri Appleby,f,Amanda,2005
Havoc,Michael Biehn,m,Stuart Lang,2005
Havoc,Joseph Gordon-Levitt,m,Sam,2005
Havoc,Matt O'Leary,m,Eric,2005
Havoc,Freddy Rodríguez,m,Hector,2005
Havoc,Laura San Giacomo,f,Joanna Lang,2005
Havoc,Mike Vogel,m,Toby,2005
Havoc,Raymond Cruz,m,Chino,2005
Havoc,Alexis Dziena,f,Sasha,2005
Havoc,Channing Tatum,m,Nick,2005
Havoc,Jose Vasquez,m,Manuel,2005
Havoc,Luis Robledo,m,Ace,2005
Havoc,Sam Hennings,m,Mr. Rubin,2005
Havoc,Cecilia Peck,f,Mrs. Rubin,2005
Havoc,Josh Peck,m,Josh Rubin,2005
Havoc,Robert Shapiro,m,Self,2005
Havoc,JD Pardo,m,Todd Rosenberg,2005
Havoc,Terri Hanauer,f,Lt. Kovaleski,2005
Havoc,Sam Bottoms,m,Lt. Maris,2005
Havoc,Jocelyn Towne,f,Female Cop #1,2005
Havoc,Jillian McWhirter,f,Female Cop #2,2005
Havoc,John Thomas,m,Male Cop,2005
Havoc,Jon Erik,m,Los Angeles Cop,2005
Havoc,Laura Breckenridge,f,Runaway,2005
Havoc,Alysia Joy Powell,f,Desiree,2005
Havoc,Richard Pagano,m,Teacher,2005
Havoc,Samar Omar,f,Becky,2005
Havoc,Laurel Parmet,f,Party Girl,2005
Havoc,Tammy Trull,f,Young Mother,2005
Havoc,Jossara Jinaro,f,Hector's Girl,2005
Havoc,Ryan Bosch,m,Student,2005
Havoc,Tony Gracia,m,Gang Member from Hector's Gang,2005
Havoc,Rana McAnear,f,PLC Crew,2005
Havoc,Angela Meryl,f,Dinah,2005
Havoc,John Morrissey,m,Richard,2005
Havoc,Ken Reichling,m,Police Officer,2005
Havoc,Nicki Sixteen,f,PLC Crew,2005
Bob Hope Presents the Chrysler Theatre,Bob Hope,m,Self - Host / ...,1963
Bob Hope Presents the Chrysler Theatre,Jack Weston,m,Gerberman / ...,1963
Bob Hope Presents the Chrysler Theatre,Jack Kelly,m,Fred Piper / ...,1963
Bob Hope Presents the Chrysler Theatre,George N. Neise,m,Alex Morrill / ...,1963
Bob Hope Presents the Chrysler Theatre,Ricardo Montalban,m,Janacek / ...,1963
Bob Hope Presents the Chrysler Theatre,Harold J. Stone,m,Borginin / ...,1963
Bob Hope Presents the Chrysler Theatre,Cyril Delevanti,m,Bishop Andrews / ...,1963
Bob Hope Presents the Chrysler Theatre,Eleanor Audley,f,Buttercup Fuchsia / ...,1963
Bob Hope Presents the Chrysler Theatre,John Francis,m,Photographer / ...,1963
Bob Hope Presents the Chrysler Theatre,Steve Ihnat,m,Doyle Ralston / ...,1963
Bob Hope Presents the Chrysler Theatre,Cliff Robertson,m,District Attorney Benjamin Reynolds / ...,1963
Bob Hope Presents the Chrysler Theatre,Don Gordon,m,Harry Edmunds / ...,1963
Bob Hope Presents the Chrysler Theatre,Berry Kroeger,m,Dr. Frysen / ...,1963
Bob Hope Presents the Chrysler Theatre,Leon Belasco,m,Gregor Kodlitz / ...,1963
Bob Hope Presents the Chrysler Theatre,Leslie Nielsen,m,Fryer / ...,1963
Bob Hope Presents the Chrysler Theatre,John Cassavetes,m,Harrybell / ...,1963
Bob Hope Presents the Chrysler Theatre,Donnelly Rhodes,m,Jim Pitts / ...,1963
Bob Hope Presents the Chrysler Theatre,Nicholas Colasanto,m,Bernheim / ...,1963
Bob Hope Presents the Chrysler Theatre,Joseph Mell,m,Joey Rome / ...,1963
Bob Hope Presents the Chrysler Theatre,Hoke Howell,m,Attendant / ...,1963
Bob Hope Presents the Chrysler Theatre,Milton Berle,m,Self / ...,1963
Bob Hope Presents the Chrysler Theatre,Peter Falk,m,Bara / ...,1963
Bob Hope Presents the Chrysler Theatre,Roddy McDowall,m,Arthur Biddle / ...,1963
Bob Hope Presents the Chrysler Theatre,Jill St. John,f,Bunky / ...,1963
Bob Hope Presents the Chrysler Theatre,J.D. Cannon,m,Dr. Webb / ...,1963
Bob Hope Presents the Chrysler Theatre,Victor Buono,m,General Leo Chareet / ...,1963
Bob Hope Presents the Chrysler Theatre,Torin Thatcher,m,Buinovsky / ...,1963
Bob Hope Presents the Chrysler Theatre,Shelley Winters,f,Clarry Golden / ...,1963
Bob Hope Presents the Chrysler Theatre,Jean Hale,f,Kathy Simmons / ...,1963
Bob Hope Presents the Chrysler Theatre,John Holland,m,Doctor / ...,1963
Bob Hope Presents the Chrysler Theatre,Blair Davies,m,Harry / ...,1963
Bob Hope Presents the Chrysler Theatre,Francine York,f,Model / ...,1963
Bob Hope Presents the Chrysler Theatre,Albert Paulsen,m,Avatin / ...,1963
Bob Hope Presents the Chrysler Theatre,Andrew Duggan,m,Captain Franks / ...,1963
Bob Hope Presents the Chrysler Theatre,John Van Dreelen,m,Niklas Strellin / ...,1963
Bob Hope Presents the Chrysler Theatre,Malachi Throne,m,Hoffman / ...,1963
Bob Hope Presents the Chrysler Theatre,Broderick Crawford,m,Bill Thayer / ...,1963
Bob Hope Presents the Chrysler Theatre,John Hoyt,m,Dr. Lowell Richards / ...,1963
Bob Hope Presents the Chrysler Theatre,Noah Keen,m,Capt. Garbedian / ...,1963
Bob Hope Presents the Chrysler Theatre,Don Marshall,m,Jerry Benton / ...,1963
Bob Hope Presents the Chrysler Theatre,Robert Stack,m,James Andrew Congers / ...,1963
Bob Hope Presents the Chrysler Theatre,Warren Stevens,m,Drake / ...,1963
Bob Hope Presents the Chrysler Theatre,Michael Constantine,m,Niri / ...,1963
Bob Hope Presents the Chrysler Theatre,Sheree North,f,Sally / ...,1963
Bob Hope Presents the Chrysler Theatre,Éva Szörényi,f,Natalie Kodlitz,1963
Bob Hope Presents the Chrysler Theatre,Jack Lord,m,Abe Perez / ...,1963
Bob Hope Presents the Chrysler Theatre,Martin Milner,m,Lt. Eric Kurtz / ...,1963
Bob Hope Presents the Chrysler Theatre,Horst Ebersberg,m,,1963
Bob Hope Presents the Chrysler Theatre,Stanley Baker,m,C.C. Conover / ...,1963
Bob Hope Presents the Chrysler Theatre,Hugh O'Brian,m,Mig Semple / ...,1963
Madonna: Celebration - The Video Collection,Madonna,f,Madonna,2009
Madonna: Celebration - The Video Collection,Danny Aiello,m,Papa,2009
Madonna: Celebration - The Video Collection,Cameron Alborzian,m,Man,2009
Madonna: Celebration - The Video Collection,Deke Anderson,m,The Director,2009
Madonna: Celebration - The Video Collection,Rosanna Arquette,f,Roberta Glass,2009
Madonna: Celebration - The Video Collection,Sacha Baron Cohen,m,Ali G,2009
