actor,film,gender
Ella Hall,The Haunted Bride,f
Ella Hall,The Coward Hater,f
Ella Hall,The Female of the Species,f
Ella Hall,The Triumph of Mind,f
Ella Hall,The Mask,f
Ella Hall,The Man Who Slept,f
Ella Hall,The Stone in the Road,f
Ella Hall,The Blood Brotherhood,f
Ella Hall,The Jew's Christmas,f
Ella Hall,Lost by a Hair,f
Ella Hall,James Lee's Wife,f
Ella Hall,Jewel,f
Ella Hall,The Career of Waterloo Peterson,f
Harry C. Browne,A Fool and His Money,m
Harry C. Browne,An Episode,m
Harry C. Browne,The Baby's Doll,m
Cleo Ridgely,Leaves in the Storm,f
Cleo Ridgely,Faraway Fields,f
Cleo Ridgely,The Greater Love,f
Cleo Ridgely,The Power of Thought,f
Cleo Ridgely,The Troubadour's Triumph,f
William Wolbert,The Spider and Her Web,m
William Wolbert,The Dumb Girl of Portici,m
Billie Dove,Sensation Seekers,f
Billie Dove,The Marriage Clause,f
Walter Brennan,Sensation Seekers,m
Walter Brennan,Screen Directors Playhouse,m
Theo Carew,A Modern Fairy Tale,m
Theo Carew,Woman's Burden,m
Theo Carew,The Coward Hater,m
Margarita Fischer,Until Death,f
Margarita Fischer,The Thumb Print,f
Margarita Fischer,The Light Woman,f
Antrim Short,His Brand,m
Antrim Short,The Fallen Angel,m
Antrim Short,The Boyhood He Forgot,m
Antrim Short,The Flirt,m
Antrim Short,There Is No Place Like Home,m
Antrim Short,Bobby's Baby,m
Lule Warrenton,His Brand,f
Lule Warrenton,Under the Spell,f
Lule Warrenton,Woman's Burden,f
Lule Warrenton,Memories,f
Lule Warrenton,The Pretender,f
Lule Warrenton,The Mask,f
Lule Warrenton,The Man Who Slept,f
Lule Warrenton,The Jew's Christmas,f
Lule Warrenton,Suspense,f
Lule Warrenton,Jewel,f
Douglas Gerrard,Under the Spell,m
Douglas Gerrard,The Merchant of Venice,m
Douglas Gerrard,The Dumb Girl of Portici,m
Douglas Gerrard,Through Strife,m
Douglas Gerrard,Suspense,m
Douglas Gerrard,The Light Woman,m
Douglas Gerrard,Just in Time,m
Gibson Gowland,Topsy and Eva,m
Gibson Gowland,Jewel,m
Courtenay Foote,Captain Courtesy,m
Courtenay Foote,Hypocrites,m
Herbert Standing,Captain Courtesy,m
Herbert Standing,Sunshine Molly,m
Herbert Standing,Betty in Search of a Thrill,m
Herbert Standing,It's No Laughing Matter,m
Herbert Standing,Hypocrites,m
Jack Hoxie,Captain Courtesy,m
Jack Hoxie,The Dumb Girl of Portici,m
Carl von Schiller,Captain Courtesy,m
Carl von Schiller,Saving the Family Name,m
Jeanie Macpherson,The Merchant of Venice,f
Jeanie Macpherson,The Leper's Coat,f
Edna Maison,The Merchant of Venice,f
Edna Maison,The Dumb Girl of Portici,f
Fred L. Wilson,The Merchant of Venice,m
Fred L. Wilson,The Coward Hater,m
Adele Farrington,Sunshine Molly,f
Adele Farrington,The Price of a Good Time,f
Adele Farrington,Scandal,f
Adele Farrington,It's No Laughing Matter,f
Adele Farrington,Hypocrites,f
Margaret Edwards,Sunshine Molly,f
Margaret Edwards,Hypocrites,f
Vera Lewis,Sunshine Molly,f
Vera Lewis,Betty in Search of a Thrill,f
Vera Lewis,Hypocrites,f
Roberta Hickman,Sunshine Molly,f
Roberta Hickman,Betty in Search of a Thrill,f
Frank Elliott,Sunshine Molly,m
Frank Elliott,John Needham's Double,m
Frank Elliott,Home,m
Frank Elliott,It's No Laughing Matter,m
Frank Elliott,Jewel,m
Charles Marriott,Sunshine Molly,m
Charles Marriott,The Stone in the Road,m
Charles Marriott,It's No Laughing Matter,m
Charles Marriott,Wanted: A Home,m
Maude George,A Cigarette - That's All,f
Maude George,Even As You and I,f
Maude George,Idle Wives,f
Dixie Carr,A Cigarette - That's All,f
Dixie Carr,Jewel,f
Dixie Carr,Hypocrites,f
Marie Walcamp,Memories,f
Marie Walcamp,John Needham's Double,f
Marie Walcamp,Discontent,f
Marie Walcamp,Where Are My Children?,f
Marie Walcamp,The Flirt,f
Marie Walcamp,The Blot,f
Marie Walcamp,Hop - The Devil's Brew,f
Laura Oakley,Memories,f
Laura Oakley,The Dumb Girl of Portici,f
Laura Oakley,The Clue,f
Elsie Jane Wilson,Daisies,f
Elsie Jane Wilson,The Triumph of Mind,f
Joe King,Daisies,m
Joe King,Lost by a Hair,m
Joe King,Helping Mother,m
Marion Emmons,An Episode,m
Marion Emmons,John Needham's Double,m
William Walters,The Haunted Bride,m
William Walters,The Man Who Slept,m
William Walters,The Blood Brotherhood,m
Tyrone Power Sr.,John Needham's Double,m
Tyrone Power Sr.,Where Are My Children?,m
Tyrone Power Sr.,The Eye of God,m
Charles Hammond,Discontent,m
Charles Hammond,Hop - The Devil's Brew,m
Alva D. Blake,Discontent,m
Alva D. Blake,Where Are My Children?,m
Alva D. Blake,Hypocrites,m
Juan de la Cruz,Discontent,m
Juan de la Cruz,Where Are My Children?,m
Juan de la Cruz,The Flirt,m
Juan de la Cruz,Hop - The Devil's Brew,m
Betty Schade,The Dumb Girl of Portici,f
Betty Schade,Lost by a Hair,f
Nigel De Brulier,The Dumb Girl of Portici,m
Nigel De Brulier,Hypocrites,m
Lois Wilson,The Dumb Girl of Portici,f
Lois Wilson,The Watermelon Woman,f
Lina Basquette,The Dumb Girl of Portici,f
Lina Basquette,Shoes,f
Lina Basquette,The Dance of Love,f
Mildred Harris,The Price of a Good Time,f
Mildred Harris,When a Girl Loves,f
Mildred Harris,For Husbands Only,f
Mildred Harris,Home,f
Mildred Harris,Forbidden,f
Mildred Harris,The Doctor and the Woman,f
Mildred Harris,Borrowed Clothes,f
Helene Rosson,The Price of a Good Time,f
Helene Rosson,Borrowed Clothes,f
Charles De Forrest,On the Brink,m
Charles De Forrest,Fine Feathers,m
Louis Calhern,Too Wise Wives,m
Louis Calhern,The Blot,m
Claire Windsor,Too Wise Wives,f
Claire Windsor,The Blot,f
Ben F. Wilson,Even As You and I,m
Ben F. Wilson,Idle Wives,m
Bertram Grassby,Even As You and I,m
Bertram Grassby,The Mysterious Mrs. Musslewhite,m
Priscilla Dean,Even As You and I,f
Priscilla Dean,Forbidden,f
Priscilla Dean,The Hand That Rocks the Cradle,f
Seymour Hastings,Even As You and I,m
Seymour Hastings,Idle Wives,m
Frank Lloyd,Shadows of Life,m
Frank Lloyd,On Suspicion,m
Val Paul,Through Strife,m
Val Paul,Suspense,m
Abe Mundon,Scandal,m
Abe Mundon,Jewel,m
Grace Johnson,Scandal,f
Grace Johnson,Wanted: A Home,f
Willis Marks,When a Girl Loves,m
Willis Marks,The Mysterious Mrs. Musslewhite,m
Agnes Vernon,The Triumph of Mind,f
Agnes Vernon,Avenged,f
Lew Cody,For Husbands Only,m
Lew Cody,Borrowed Clothes,m
Fred Goodwins,For Husbands Only,m
Fred Goodwins,Forbidden,m
Henry A. Barrows,For Husbands Only,m
Henry A. Barrows,On Suspicion,m
Esther Ralston,For Husbands Only,f
Esther Ralston,The Doctor and the Woman,f
T.D. Crittenden,Home,m
T.D. Crittenden,Jewel,m
Evelyn Selbie,The Hand That Rocks the Cradle,f
Evelyn Selbie,The Mysterious Mrs. Musslewhite,f
Carl Miller,The Doctor and the Woman,m
Carl Miller,Mary Regan,m
Francis X. Bushman,The Marriage Clause,m
Francis X. Bushman,Mr. Adams and Eve,m
Mary MacLaren,Saving the Family Name,f
Mary MacLaren,The Mysterious Mrs. Musslewhite,f
Mary MacLaren,Shoes,f
Mary MacLaren,Where Are My Children?,f
Mary MacLaren,Wanted: A Home,f
Mary MacLaren,Idle Wives,f
Cora Drew,It's No Laughing Matter,f
Cora Drew,Where Are My Children?,f
Myrtle Stedman,It's No Laughing Matter,f
Myrtle Stedman,Hypocrites,f
Mattie Witting,Shoes,f
Mattie Witting,Idle Wives,f
Larry Steers,Mary Regan,m
Larry Steers,The Blot,m
Larry Steers,"Hard, Fast and Beautiful!",m
Sam Kaufman,Suspense,m
Sam Kaufman,Just in Time,m
Lon Chaney,Suspense,m
Lon Chaney,Chicken With Plums,m
George Berrell,Where Are My Children?,m
George Berrell,Hypocrites,m
Georgia French,Where Are My Children?,f
Georgia French,Behind the Veil,f
Georgia French,Helping Mother,f
Georgia French,Idle Wives,f
Beatrice Van,Lost by a Hair,f
Beatrice Van,Helping Mother,f
Nanine Wright,Wanted: A Home,f
Nanine Wright,The Flirt,f
Agnes Gordon,Two Thieves and a Cross,f
Agnes Gordon,The Career of Waterloo Peterson,f
Ethel Weber,Hop - The Devil's Brew,f
Ethel Weber,The Eye of God,f
Cherry Cottrell,Not Without Licence,f
Cherry Cottrell,Here and There,f
Norman Shelley,Not Without Licence,m
Norman Shelley,Here and There,m
Lynne Ramsay Jr.,Gasman,f
Lynne Ramsay Jr.,Small Deaths,f
Lynne Ramsay Jr.,Ratcatcher,f
James Ramsay,Gasman,m
James Ramsay,Kill the Day,m
James Ramsay,Small Deaths,m
James Ramsay,Ratcatcher,m
Jackie Quinn,Gasman,f
Jackie Quinn,Ratcatcher,f
Lisa Taylor,Gasman,f
Lisa Taylor,Ratcatcher,f
Robert McEwan,Gasman,m
Robert McEwan,Kill the Day,m
Stevan Brennan,Kill the Day,m
Stevan Brennan,Small Deaths,m
Frank Pando,You Were Never Really Here,m
Frank Pando,When They See Us,m
Alex Manette,You Were Never Really Here,m
Alex Manette,We Need to Talk About Kevin,m
Kate Easton,You Were Never Really Here,f
Kate Easton,When They See Us,f
Alessandro Nivola,You Were Never Really Here,m
Alessandro Nivola,Selma,m
Alessandro Nivola,Laurel Canyon,m
Alessandro Nivola,Ginger & Rosa,m
Alessandro Nivola,Carolina,m
Madison Arnold,You Were Never Really Here,m
Madison Arnold,The Village,m
Tilda Swinton,We Need to Talk About Kevin,f
Tilda Swinton,Orlando,f
Tilda Swinton,Caprice,f
Tilda Swinton,The Souvenir,f
Tilda Swinton,The Souvenir: Part II,f
John C. Reilly,We Need to Talk About Kevin,m
John C. Reilly,Cracking Up,m
Siobhan Fallon Hogan,We Need to Talk About Kevin,f
Siobhan Fallon Hogan,Private Life,f
J. Mallory McCree,We Need to Talk About Kevin,m
J. Mallory McCree,Black Nativity,m
Ursula Parker,We Need to Talk About Kevin,f
Ursula Parker,I'll Find You,f
Georgia Ximenes Lifsher,We Need to Talk About Kevin,f
Georgia Ximenes Lifsher,The Land of Steady Habits,f
Aaron Blakely,We Need to Talk About Kevin,m
Aaron Blakely,The Man in the High Castle (2015-2016),m
Caitlin Kinnunen,We Need to Talk About Kevin,f
Caitlin Kinnunen,The Intern,f
Maryann Urbano,We Need to Talk About Kevin,f
Maryann Urbano,Riding in Cars with Boys,f
Maryann Urbano,Olive Kitteridge,f
Maryann Urbano,Appropriate Behavior,f
Joseph Basile,We Need to Talk About Kevin,m
Joseph Basile,Musical Chairs,m
Anne McLean,Small Deaths,f
Anne McLean,Ratcatcher,f
Ann Marie Lafferty,Small Deaths,f
Ann Marie Lafferty,Ratcatcher,f
Samantha Morton,Morvern Callar,f
Samantha Morton,Another Country,f
Dolly Wells,Morvern Callar,f
Dolly Wells,Can You Ever Forgive Me?,f
Larry Joe Campbell,According to Jim,m
Larry Joe Campbell,Space Force,m
Mitch Rouse,According to Jim,m
Mitch Rouse,Friends with Money,m
Charlie Hartsock,According to Jim,m
Charlie Hartsock,Arrested Development,m
Bruce Jarchow,According to Jim,m
Bruce Jarchow,Big,m
Kathleen Noone,According to Jim,f
Kathleen Noone,United States of Tara (2010-2011),f
Kathleen Noone,Cold Feet,f
Cynthia Stevenson,According to Jim,f
Cynthia Stevenson,Off the Map,f
Cynthia Stevenson,Jennifer's Body,f
Cynthia Stevenson,Men in Trees,f
Mo Collins,According to Jim,f
Mo Collins,Arrested Development,f
Mo Collins,Parks and Recreation (2011-2013),f
Tim Bagley,According to Jim,m
Tim Bagley,Moloney,m
Tim Bagley,Hidden Hills,m
Chris Elliott,According to Jim,m
Chris Elliott,The Barefoot Executive,m
Chris Elliott,Graves,m
Jennifer Coolidge,According to Jim,f
Jennifer Coolidge,Carolina,f
Ed Lover,According to Jim,m
Ed Lover,Psych,m
Michelle Hurd,According to Jim,f
Michelle Hurd,The Glades,f
Michelle Hurd,Law & Order: Special Victims Unit (2002-2011),f
Michelle Hurd,Leap Years,f
Mary Gross,According to Jim,f
Mary Gross,Hidden Hills,f
Drew Barrymore,Riding in Cars with Boys,f
Drew Barrymore,Miss You Already,f
James Woods,Riding in Cars with Boys,m
James Woods,The Virgin Suicides,m
James Woods,Shark,m
Mika Boorem,Riding in Cars with Boys,f
Mika Boorem,Carolina,f
Vincent Pastore,Riding in Cars with Boys,m
Vincent Pastore,Awakenings,m
Vincent Pastore,The Dutch Master,m
Vincent Pastore,Walking and Talking,m
Alexia Landeau,Riding in Cars with Boys,f
Alexia Landeau,Marie Antoinette,f
Vincent De Paul,Riding in Cars with Boys,m
Vincent De Paul,When They See Us,m
Vincent De Paul,Wonder Woman 1984,m
John Bedford Lloyd,Riding in Cars with Boys,m
John Bedford Lloyd,The Divide,m
John Bedford Lloyd,Crossing Delancey,m
Paz de la Huerta,Riding in Cars with Boys,f
Paz de la Huerta,X Femmes,f
Paz de la Huerta,42 One Dream Rush,f
David Moscow,Riding in Cars with Boys,m
David Moscow,Big,m
Tracy Reiner,Riding in Cars with Boys,f
Tracy Reiner,Laverne & Shirley (1979-1981),f
Tracy Reiner,A League of Their Own,f
Tracy Reiner,Big,f
Jon Korkes,Riding in Cars with Boys,m
Jon Korkes,Between the Lines,m
Logan Lerman,Riding in Cars with Boys,m
Logan Lerman,What Women Want,m
Bill Walters,Riding in Cars with Boys,m
Bill Walters,Can You Ever Forgive Me?,m
Bill Walters,Musical Chairs,m
Courtney B. Vance,The Preacher's Wife,m
Courtney B. Vance,Lovecraft Country,m
Jenifer Lewis,The Preacher's Wife,f
Jenifer Lewis,Renaissance Man,f
Jenifer Lewis,Girlfriends,f
Jenifer Lewis,Five,f
Jenifer Lewis,The Ponder Heart,f
Marcella Lowery,The Preacher's Wife,f
Marcella Lowery,Can You Ever Forgive Me?,f
Jernard Burks,The Preacher's Wife,m
Jernard Burks,Kidding,m
Jamie Tirelli,The Preacher's Wife,m
Jamie Tirelli,Big,m
Jamie Tirelli,Girlfight,m
Jamie Tirelli,Musical Chairs,m
Jamie Tirelli,Please Give,m
Shari Headley,The Preacher's Wife,f
Shari Headley,Paris Is Burning,f
Harsh Nayyar,The Preacher's Wife,m
Harsh Nayyar,Making Mr. Right,m
Harsh Nayyar,Desperately Seeking Susan,m
Julie Kavner,Awakenings,f
Julie Kavner,The Tracey Ullman Show,f
Julie Kavner,Birdland,f
John Heard,Awakenings,m
John Heard,Big,m
John Heard,Chilly Scenes of Winter,m
John Heard,Between the Lines,m
John Heard,Rambling Rose,m
Penelope Ann Miller,Awakenings,f
Penelope Ann Miller,The Black Ghiandola,f
Penelope Ann Miller,American Crime,f
Alice Drummond,Awakenings,f
Alice Drummond,Walking and Talking,f
George Martin,Awakenings,m
George Martin,Crossing Delancey,m
Anne Meara,Awakenings,f
Anne Meara,CBS Schoolbreak Special,f
Anne Meara,Sex and the City,f
Anne Meara,Sex and the City (1999-2000),f
Anne Meara,A Fish in the Bathtub,f
Anne Meara,Sex and the City (1998-2000),f
Steve Vinovich,Awakenings,m
Steve Vinovich,Sisters,m
Steve Vinovich,The Intern,m
John Christopher Jones,Awakenings,m
John Christopher Jones,Dellaventura,m
Harvey Miller,Awakenings,m
Harvey Miller,The Tracey Ullman Show,m
Harvey Miller,Big,m
Tanya Berezin,Awakenings,f
Tanya Berezin,Girlfriends,f
Oliver Block,Awakenings,m
Oliver Block,Big,m
Doris McCarthy,Awakenings,f
Doris McCarthy,On the Rocks,f
Doris McCarthy,Black Nativity,f
Doris McCarthy,Can You Ever Forgive Me?,f
Doris McCarthy,The Intern,f
James Medina,Awakenings,m
James Medina,Veronica Clare,m
Mark Cuban,Rodman,m
Mark Cuban,Entourage,m
Val Bisoglio,Working Stiffs,m
Val Bisoglio,The Cool World,m
Allan Arbus,Working Stiffs,m
Allan Arbus,L.A. Doctors,m
Phil Rubenstein,Working Stiffs,m
Phil Rubenstein,Hollywood Vice Squad,m
Phil Rubenstein,The Boys Next Door,m
Neil Thompson,Working Stiffs,m
Neil Thompson,Laverne & Shirley (1979-1981),m
Tony Devon,Working Stiffs,m
Tony Devon,Hollywood Vice Squad,m
Tony Devon,Cookie,m
Tony Devon,A Fish in the Bathtub,m
Sam McMurray,The Tracey Ullman Show,m
Sam McMurray,Huff,m
Julie Payne,The Tracey Ullman Show,f
Julie Payne,Laverne & Shirley (1979-1981),f
Robert Costanzo,The Tracey Ullman Show,m
Robert Costanzo,Between the Lines,m
Robert Costanzo,Carolina,m
Jacob Vargas,The Tracey Ullman Show,m
Jacob Vargas,Luke Cage,m
Jacob Vargas,Mi vida loca,m
Jacob Vargas,Gas Food Lodging,m
Nancy Lenehan,The Tracey Ullman Show,f
Nancy Lenehan,The Savages,f
Nancy Lenehan,Caroline in the City,f
Cheech Marin,The Tracey Ullman Show,m
Cheech Marin,Judging Amy,m
Cheech Marin,Off the Map,m
Pippa Pearthree,The Tracey Ullman Show,f
Pippa Pearthree,Mrs. Soffel,f
Cheryl Felicia Rhoads,The Tracey Ullman Show,f
Cheryl Felicia Rhoads,Loverboy,f
Julie Condra,The Tracey Ullman Show,f
Julie Condra,Robin's Hoods,f
Julie Condra,Gas Food Lodging,f
Penny Marshall,Women Without Men,f
Penny Marshall,Laverne & Shirley (1979-1981),f
Dyan Cannon,Women Without Men,f
Dyan Cannon,Boynton Beach Club,f
Dyan Cannon,Out to Sea,f
James Remar,Renaissance Man,m
James Remar,Total Security,m
James Remar,Sex and the City,m
James Remar,Sex and the City (1999-2000),m
James Remar,Sex and the City (1998-2000),m
Kadeem Hardison,Renaissance Man,m
Kadeem Hardison,Girlfriends,m
Khalil Kain,Renaissance Man,m
Khalil Kain,Girlfriends,m
Gregory Sporleder,Renaissance Man,m
Gregory Sporleder,A League of Their Own,m
Cliff Robertson,Renaissance Man,m
Cliff Robertson,Breaking Point,m
Cliff Robertson,Bob Hope Presents the Chrysler Theatre,m
Ben Wright,Renaissance Man,m
Ben Wright,The Twilight Zone,m
Ben Wright,Tate,m
Ann Cusack,Renaissance Man,f
Ann Cusack,A League of Their Own,f
Ann Cusack,Private Practice (2009-2010),f
Alanna Ubach,Renaissance Man,f
Alanna Ubach,Hung,f
Christopher James Baker,Renaissance Man,m
Christopher James Baker,Appropriate Behavior,m
Samaria Graham,Renaissance Man,f
Samaria Graham,ABC Afterschool Specials,f
Michael Haley,Renaissance Man,m
Michael Haley,A League of Their Own,m
Lynn Anderson,Renaissance Man,f
Lynn Anderson,The Watermelon Woman,f
General Fermon Judd Jr.,Renaissance Man,m
General Fermon Judd Jr.,Rambling Rose,m
David L. Lander,Laverne & Shirley (1979-1981),m
David L. Lander,A League of Their Own,m
Eddie Mekka,Laverne & Shirley (1979-1981),m
Eddie Mekka,A League of Their Own,m
Michael McKean,Laverne & Shirley (1979-1981),m
Michael McKean,Off the Map,m
Carole White,Laverne & Shirley (1979-1981),f
Carole White,Joy of Sex,f
Ed Marinaro,Laverne & Shirley (1979-1981),m
Ed Marinaro,Sisters,m
Harry Shearer,Laverne & Shirley (1979-1981),m
Harry Shearer,A League of Their Own,m
Harry Shearer,Plain Clothes,m
Doris Hess,Laverne & Shirley (1979-1981),f
Doris Hess,Caroline in the City,f
Charles Frank,Laverne & Shirley (1979-1981),m
Charles Frank,Robin's Hoods,m
Ron Howard,Laverne & Shirley (1979-1981),m
Ron Howard,Arrested Development,m
Penny Santon,Laverne & Shirley (1979-1981),f
Penny Santon,77 Sunset Strip,f
Geena Davis,A League of Their Own,f
Geena Davis,Angie,f
Madonna,A League of Their Own,f
Madonna,Desperately Seeking Susan,f
Madonna,Madonna: Into the Groove,f
Madonna,Madonna: Celebration - The Video Collection,f
Madonna,Four Rooms,f
Rosie O'Donnell,A League of Their Own,f
Rosie O'Donnell,The Fosters,f
Rosie O'Donnell,When We Rise,f
Rosie O'Donnell,Drop Dead Diva,f
Eddie Jones,A League of Their Own,m
Eddie Jones,WIOU,m
Eddie Jones,EZ Streets,m
Téa Leoni,A League of Their Own,f
Téa Leoni,Madam Secretary,f
Brian Flannery,A League of Their Own,m
Brian Flannery,Three Wishes,m
Rae Allen,A League of Their Own,f
Rae Allen,Face of a Stranger,f
Rae Allen,Angie,f
Rae Allen,L.A. Doctors,f
Betty Miller,A League of Their Own,f
Betty Miller,Angie,f
Gary Houston,A League of Their Own,m
Gary Houston,Early Edition,m
Ed Quinn,A League of Their Own,m
Ed Quinn,Crossing Jordan (2001-2007),m
Ed Quinn,Eureka,m
Toni Collette,United States of Tara (2010-2011),f
Toni Collette,Unbelievable,f
Toni Collette,There's a Place,f
Toni Collette,Miss You Already,f
Toni Collette,Enough Said,f
John Corbett,United States of Tara (2010-2011),m
John Corbett,The Visitor,m
John Corbett,Sex and the City,m
John Corbett,Sex and the City (1999-2000),m
John Corbett,Sex and the City (1998-2000),m
Rosemarie DeWitt,United States of Tara (2010-2011),f
Rosemarie DeWitt,Olive Kitteridge,f
Brie Larson,United States of Tara (2010-2011),f
Brie Larson,Jay Z: Family Feud ft. Beyoncé,f
Patton Oswalt,United States of Tara (2010-2011),m
Patton Oswalt,Bored to Death,m
Michael Hitchcock,United States of Tara (2010-2011),m
Michael Hitchcock,Space Force,m
Michael Hitchcock,Grosse Pointe,m
Matthew Del Negro,United States of Tara (2010-2011),m
Matthew Del Negro,Scandal,m
Eddie Izzard,United States of Tara (2010-2011),m
Eddie Izzard,Rage,m
Zosia Mamet,United States of Tara (2010-2011),f
Zosia Mamet,The Kids Are All Right,f
Zosia Mamet,Tales of the City,f
Zosia Mamet,Girls,f
Joey Lauren Adams,United States of Tara (2010-2011),f
Joey Lauren Adams,Second Noah,f
Pamela Reed,United States of Tara (2010-2011),f
Pamela Reed,Critical Choices,f
Pamela Reed,Parks and Recreation (2011-2013),f
Griffin Gluck,United States of Tara (2010-2011),m
Griffin Gluck,Private Practice (2009-2010),m
Shiloh Fernandez,United States of Tara (2010-2011),m
Shiloh Fernandez,Red Riding Hood,m
Rob Moran,United States of Tara (2010-2011),m
Rob Moran,South of Nowhere,m
Jessica St. Clair,United States of Tara (2010-2011),f
Jessica St. Clair,Space Force,f
Jessica St. Clair,It's Complicated,f
Jessica St. Clair,Enough Said,f
Bellamy Young,United States of Tara (2010-2011),f
Bellamy Young,Scandal,f
Bellamy Young,A Wrinkle in Time,f
Mim Drew,United States of Tara (2010-2011),f
Mim Drew,Huff,f
Dan Bakkedahl,United States of Tara (2010-2011),m
Dan Bakkedahl,Space Force,m
Jade Pettyjohn,United States of Tara (2010-2011),f
Jade Pettyjohn,Destroyer,f
Jade Pettyjohn,The Black Ghiandola,f
Tye Olson,United States of Tara (2010-2011),m
Tye Olson,The Diary of a Teenage Girl,m
Elizabeth Perkins,Big,f
Elizabeth Perkins,This Is Us (2018-2020),f
Elizabeth Perkins,If These Walls Could Talk 2,f
Elizabeth Perkins,Weeds,f
Josh Clark,Big,m
Josh Clark,"McFarland, USA",m
Rockets Redglare,Big,m
Rockets Redglare,Cookie,m
Rockets Redglare,Desperately Seeking Susan,m
Paul Herman,Big,m
Paul Herman,Entourage,m
Nancy Giles,Big,f
Nancy Giles,Angie,f
James Eckhouse,Big,m
James Eckhouse,WIOU,m
James Eckhouse,Once and Again (1999-2001),m
James Eckhouse,CBS Summer Playhouse,m
Debra Jo Rupp,Big,f
Debra Jo Rupp,Senseless,f
Keith Reddin,Big,m
